=== society-table58.xlsx ===
Cell D1 | value='Total individual insolvencies' | fill=FFFFFF00 | rows=[0] | cols=[3, 4] | col_header=True | row_header=False | metadata=False
Cell F8 | value='15049' | fill=00000000 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H8 | value='25953' | fill=00000000 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J8 | value='49268' | fill=00000000 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A9 | value='2017' | fill=00000000 | rows=[8] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D9 | value='98898' | fill=00000000 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F9 | value='15106' | fill=00000000 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H9 | value='24697' | fill=00000000 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J9 | value='59095' | fill=00000000 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A10 | value='2018' | fill=00000000 | rows=[9] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D10 | value='114747' | fill=00000000 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F10 | value='16640' | fill=00000000 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H10 | value='27420' | fill=00000000 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J10 | value='70687' | fill=00000000 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A11 | value='2019' | fill=00000000 | rows=[10] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell D11 | value='121885' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='r' | fill=FF00B0F0 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F11 | value='16740' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H11 | value='27181' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='r' | fill=FF00B0F0 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J11 | value='77964' | fill=00000000 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A13 | value='2010' | fill=00000000 | rows=[12] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B13 | value='Q1' | fill=00000000 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D13 | value='35682' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F13 | value='18256' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H13 | value='5644' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J13 | value='11782' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B14 | value='Q2' | fill=00000000 | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D14 | value='34743' | fill=00000000 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F14 | value='14982' | fill=00000000 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H14 | value='6295' | fill=00000000 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J14 | value='13466' | fill=00000000 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B15 | value='Q3' | fill=00000000 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D15 | value='33935' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F15 | value='13907' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H15 | value='7068' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J15 | value='12960' | fill=00000000 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B16 | value='Q4' | fill=00000000 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D16 | value='30685' | fill=00000000 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F16 | value='12028' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H16 | value='6172' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J16 | value='12485' | fill=00000000 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A18 | value='2011' | fill=00000000 | rows=[17] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B18 | value='Q1' | fill=00000000 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D18 | value='30121' | fill=00000000 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F18 | value='12594' | fill=00000000 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H18 | value='6725' | fill=00000000 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J18 | value='10802' | fill=00000000 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B19 | value='Q2' | fill=00000000 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D19 | value='30391' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F19 | value='11098' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H19 | value='7181' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J19 | value='12112' | fill=00000000 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B20 | value='Q3' | fill=00000000 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D20 | value='30144' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F20 | value='9575' | fill=00000000 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H20 | value='7528' | fill=00000000 | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J20 | value='13041' | fill=00000000 | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B21 | value='Q4' | fill=00000000 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D21 | value='28954' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F21 | value='8661' | fill=00000000 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H21 | value='7278' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J21 | value='13015' | fill=00000000 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A23 | value='2012' | fill=00000000 | rows=[22] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B23 | value='Q1' | fill=00000000 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D23 | value='28579' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F23 | value='9124' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H23 | value='7807' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J23 | value='11648' | fill=00000000 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B24 | value='Q2' | fill=00000000 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D24 | value='27288' | fill=00000000 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F24 | value='8092' | fill=00000000 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H24 | value='7890' | fill=00000000 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J24 | value='11306' | fill=00000000 | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B25 | value='Q3' | fill=00000000 | rows=[24] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D25 | value='27987' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F25 | value='7639' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H25 | value='7707' | fill=00000000 | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J25 | value='12641' | fill=00000000 | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B26 | value='Q4' | fill=00000000 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D26 | value='25346' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F26 | value='6920' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H26 | value='7465' | fill=00000000 | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J26 | value='10961' | fill=00000000 | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A28 | value='2013' | fill=00000000 | rows=[27] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B28 | value='Q1' | fill=00000000 | rows=[27] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D28 | value='24902' | fill=00000000 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F28 | value='6674' | fill=00000000 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H28 | value='7134' | fill=00000000 | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J28 | value='11094' | fill=00000000 | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B29 | value='Q2' | fill=00000000 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D29 | value='25621' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F29 | value='6477' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H29 | value='7050' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J29 | value='12094' | fill=00000000 | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B30 | value='Q3' | fill=00000000 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D30 | value='25954' | fill=00000000 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F30 | value='6009' | fill=00000000 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H30 | value='6570' | fill=00000000 | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J30 | value='13375' | fill=00000000 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B31 | value='Q4' | fill=00000000 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D31 | value='24116' | fill=00000000 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F31 | value='5405' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H31 | value='6474' | fill=00000000 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J31 | value='12237' | fill=00000000 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A33 | value='2014' | fill=00000000 | rows=[32] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B33 | value='Q1' | fill=00000000 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D33 | value='24839' | fill=00000000 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F33 | value='5684' | fill=00000000 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H33 | value='6474' | fill=00000000 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J33 | value='12681' | fill=00000000 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B34 | value='Q2' | fill=00000000 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D34 | value='26649' | fill=00000000 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F34 | value='5472' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H34 | value='6911' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J34 | value='14266' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Q3' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D35 | value='24189' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F35 | value='4905' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H35 | value='6720' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J35 | value='12564' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Q4' | fill=00000000 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D36 | value='22140' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F36 | value='4278' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H36 | value='6247' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J36 | value='11615' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A38 | value='2015' | fill=00000000 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='Q1' | fill=00000000 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D38 | value='19933' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F38 | value='4410' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H38 | value='6143' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J38 | value='9380' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B39 | value='Q2' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D39 | value='18523' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F39 | value='3974' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H39 | value='5773' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J39 | value='8776' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B40 | value='Q3' | fill=00000000 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D40 | value='20840' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F40 | value='3894' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H40 | value='5578' | fill=00000000 | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J40 | value='11368' | fill=00000000 | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B41 | value='Q4' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D41 | value='20490' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F41 | value='3571' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H41 | value='6426' | fill=00000000 | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J41 | value='10493' | fill=00000000 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A43 | value='2016' | fill=00000000 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='Q1' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D43 | value='20021' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F43 | value='3780' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H43 | value='6651' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J43 | value='9590' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B44 | value='Q2' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D44 | value='22650' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F44 | value='3708' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H44 | value='6676' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J44 | value='12266' | fill=00000000 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B45 | value='Q3' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D45 | value='25166' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F45 | value='3936' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H45 | value='6433' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J45 | value='14797' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B46 | value='Q4' | fill=00000000 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D46 | value='22433' | fill=00000000 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F46 | value='3625' | fill=00000000 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H46 | value='6193' | fill=00000000 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J46 | value='12615' | fill=00000000 | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A48 | value='2017' | fill=00000000 | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B48 | value='Q1' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D48 | value='24183' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F48 | value='4082' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H48 | value='6068' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J48 | value='14033' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B49 | value='Q2' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D49 | value='22318' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F49 | value='3722' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H49 | value='6104' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J49 | value='12492' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B50 | value='Q3' | fill=00000000 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D50 | value='27733' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F50 | value='3738' | fill=00000000 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H50 | value='6210' | fill=00000000 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J50 | value='17785' | fill=00000000 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B51 | value='Q4' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D51 | value='24664' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F51 | value='3564' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H51 | value='6315' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J51 | value='14785' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A53 | value='2018' | fill=00000000 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B53 | value='Q1' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D53 | value='26219' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F53 | value='4384' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H53 | value='6477' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J53 | value='15358' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B54 | value='Q2' | fill=00000000 | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D54 | value='28345' | fill=00000000 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F54 | value='4108' | fill=00000000 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H54 | value='6959' | fill=00000000 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J54 | value='17278' | fill=00000000 | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B55 | value='Q3' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D55 | value='26953' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F55 | value='4208' | fill=00000000 | rows=[54] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H55 | value='6924' | fill=00000000 | rows=[54] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J55 | value='15821' | fill=00000000 | rows=[54] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B56 | value='Q4' | fill=00000000 | rows=[55] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D56 | value='33230' | fill=00000000 | rows=[55] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F56 | value='3940' | fill=00000000 | rows=[55] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H56 | value='7060' | fill=00000000 | rows=[55] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J56 | value='22230' | fill=00000000 | rows=[55] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A58 | value='2019' | fill=00000000 | rows=[57] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B58 | value='Q1' | fill=00000000 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D58 | value='30177' | fill=00000000 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F58 | value='4468' | fill=00000000 | rows=[57] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H58 | value='6875' | fill=00000000 | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J58 | value='18834' | fill=00000000 | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B59 | value='Q2' | fill=00000000 | rows=[58] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D59 | value='30339' | fill=00000000 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell F59 | value='4234' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H59 | value='6733' | fill=00000000 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J59 | value='19372' | fill=00000000 | rows=[58] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B60 | value='Q3' | fill=00000000 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D60 | value='33376' | fill=00000000 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E60 | value='r' | fill=FF00B0F0 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F60 | value='4178' | fill=00000000 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
