=== environment-table18.xlsx ===
Cell A1 | value='Species of animal' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A14 | value='Greyhound' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='0' | fill=47 | rows=[13] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C14 | value='0' | fill=47 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='0' | fill=47 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='0' | fill=FF00B0F0 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A15 | value='Other inc cross-breds' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B15 | value='194' | fill=00000000 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='0' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='0' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='194' | fill=FF00B0F0 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A16 | value='Ferret' | fill=FF00B050 | rows=[15] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B16 | value='691' | fill=47 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='0' | fill=47 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='0' | fill=47 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='691' | fill=FF00B0F0 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A17 | value='Other carnivore' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B17 | value='795' | fill=00000000 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='0' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='0' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='795' | fill=FF00B0F0 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A18 | value='Horse and other equids' | fill=FF00B050 | rows=[17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B18 | value='8380' | fill=47 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='0' | fill=47 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='0' | fill=47 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='8380' | fill=FF00B0F0 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A19 | value='Pig' | fill=FF00B050 | rows=[18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B19 | value='4306' | fill=00000000 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='0' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='34' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='4340' | fill=FF00B0F0 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A20 | value='Goat' | fill=FF00B050 | rows=[19] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B20 | value='196' | fill=47 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='0' | fill=47 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='0' | fill=47 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='196' | fill=FF00B0F0 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A21 | value='Sheep' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='37708' | fill=00000000 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='0' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='6' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='37714' | fill=FF00B0F0 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A22 | value='Cattle' | fill=FF00B050 | rows=[21] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B22 | value='5102' | fill=47 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C22 | value='0' | fill=47 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='0' | fill=47 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='5102' | fill=FF00B0F0 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A23 | value='Deer' | fill=FF00B050 | rows=[22] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B23 | value='50' | fill=00000000 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='0' | fill=00000000 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='0' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='50' | fill=FF00B0F0 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A24 | value='Camelid' | fill=FF00B050 | rows=[23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B24 | value='257' | fill=47 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C24 | value='0' | fill=47 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='0' | fill=47 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='257' | fill=FF00B0F0 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A25 | value='Other ungulate' | fill=FF00B050 | rows=[24] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B25 | value='12' | fill=00000000 | rows=[24] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C25 | value='0' | fill=00000000 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='0' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='12' | fill=FF00B0F0 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A26 | value='Primate' | fill=FF00B050 | rows=[25] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell A27 | value='Prosimian' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B27 | value='0' | fill=00000000 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='0' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='0' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='0' | fill=FF00B0F0 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A28 | value='New World monkey' | fill=FF00B050 | rows=[27] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell A29 | value='marmoset, tamarin' | fill=FF00B050 | rows=[28] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B29 | value='351' | fill=00000000 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='0' | fill=00000000 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='0' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='351' | fill=FF00B0F0 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A30 | value='Squirrel, owl, spider monkey' | fill=FF00B050 | rows=[29] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B30 | value='0' | fill=47 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='0' | fill=47 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='0' | fill=47 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='0' | fill=FF00B0F0 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A31 | value='Other New World monkey' | fill=FF00B050 | rows=[30] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B31 | value='0' | fill=00000000 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='0' | fill=00000000 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='0' | fill=00000000 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='0' | fill=FF00B0F0 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A32 | value='Old World monkey' | fill=FF00B050 | rows=[31] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell A33 | value='Macaque' | fill=FF00B050 | rows=[32] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B33 | value='2124' | fill=00000000 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='0' | fill=00000000 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='0' | fill=00000000 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='2124' | fill=FF00B0F0 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A34 | value='Baboon' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='0' | fill=47 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='0' | fill=47 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='0' | fill=47 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='0' | fill=FF00B0F0 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A35 | value='Other Old World monkey' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='0' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='0' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='0' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='0' | fill=FF00B0F0 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A36 | value='Ape' | fill=FF00B050 | rows=[35] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell A37 | value='Gibbon' | fill=FF00B050 | rows=[36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B37 | value='0' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='0' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='0' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='0' | fill=FF00B0F0 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A38 | value='Great ape' | fill=FF00B050 | rows=[37] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B38 | value='0' | fill=47 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='0' | fill=47 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='0' | fill=47 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='0' | fill=FF00B0F0 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A39 | value='Other mammal' | fill=FF00B050 | rows=[38] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B39 | value='545' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='0' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='0' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='545' | fill=FF00B0F0 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A40 | value='Bird' | fill=FF00B050 | rows=[39] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell A41 | value='Domestic fowl (Gallus domesticus)' | fill=FF00B050 | rows=[40] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B41 | value='148215' | fill=00000000 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='478' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='351' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='149044' | fill=FF00B0F0 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A42 | value='Turkey' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B42 | value='3409' | fill=47 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='0' | fill=47 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='0' | fill=47 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='3409' | fill=FF00B0F0 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A43 | value='Quail (Coturnix coturnix)' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B43 | value='34' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='0' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='0' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='34' | fill=FF00B0F0 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A44 | value='Quail (not Coturnix coturnix)' | fill=FF00B050 | rows=[43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B44 | value='883' | fill=47 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='0' | fill=47 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='0' | fill=47 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='883' | fill=FF00B0F0 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A45 | value='Other bird' | fill=FF00B050 | rows=[44] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B45 | value='9248' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='0' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='0' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='9248' | fill=FF00B0F0 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A46 | value='Reptile' | fill=FF00B050 | rows=[45] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B46 | value='383' | fill=47 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='0' | fill=47 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='0' | fill=47 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='383' | fill=FF00B0F0 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A47 | value='Amphibian' | fill=FF00B050 | rows=[46] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B47 | value='12002' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='2870' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='1043' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='15915' | fill=FF00B0F0 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A48 | value='Fish' | fill=FF00B050 | rows=[47] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B48 | value='406129' | fill=47 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='38433' | fill=47 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='119341' | fill=47 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='563903' | fill=FF00B0F0 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A49 | value='Cephalopod' | fill=FF00B050 | rows=[48] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B49 | value='0' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='0' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='0' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='0' | fill=FF00B0F0 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A50 | value='Total' | fill=FF00B0F0 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B50 | value='1763474' | fill=FF00B0F0 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C50 | value='375693' | fill=FF00B0F0 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D50 | value='1653690' | fill=FF00B0F0 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E50 | value='3792857' | fill=FF00B0F0 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A51 | value='Percentage of total for 2011' | fill=FF00B0F0 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B51 | value='0.4649460815422253' | fill=FF00B0F0 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C51 | value='0.09905277209238313' | fill=FF00B0F0 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D51 | value='0.43600114636539156' | fill=FF00B0F0 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E51 | value='1' | fill=FF00B0F0 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell C53 | value='41781' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='120735' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False

=== environment-table18.xlsx ===
Cell A1 | value='Species of animal' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B1 | value='Genetic status' | fill=FFFFFF00 | rows=[0] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell E1 | value='Total' | fill=FF00B0F0 | rows=[0] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell B2 | value='Normal animal' | fill=FFFFFF00 | rows=[1] | cols=[1] | col_header=True | row_header=False | metadata=False
Cell C2 | value='Animal with harmful genetic defect' | fill=FFFFFF00 | rows=[1] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell D2 | value='Genetically modified animal' | fill=FFFFFF00 | rows=[1] | cols=[3] | col_header=True | row_header=False | metadata=False
Cell A3 | value='Mammal' | fill=FFFFFF00 | rows=[2] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A4 | value='Mouse' | fill=FF00B050 | rows=[3] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B4 | value='828857' | fill=47 | rows=[3] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C4 | value='322518' | fill=47 | rows=[3] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D4 | value='1528388' | fill=47 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E4 | value='2679763' | fill=FF00B0F0 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A5 | value='Rat' | fill=FF00B050 | rows=[4] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B5 | value='255627' | fill=00000000 | rows=[4] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C5 | value='11394' | fill=00000000 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='4514' | fill=00000000 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='271535' | fill=FF00B0F0 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A6 | value='Guinea pig' | fill=FF00B050 | rows=[5] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B6 | value='11537' | fill=47 | rows=[5] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C6 | value='0' | fill=47 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='0' | fill=47 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='11537' | fill=FF00B0F0 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A7 | value='Hamster' | fill=FF00B050 | rows=[6] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B7 | value='1994' | fill=00000000 | rows=[6] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C7 | value='0' | fill=00000000 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D7 | value='0' | fill=00000000 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='1994' | fill=FF00B0F0 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A8 | value='Gerbil' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='508' | fill=47 | rows=[7] | cols=[1] | col_header=False | row_header=False | metadata=False
