=== transport-table04.xlsx ===
Cell C1 | value='Key services' | fill=FFFFFF00 | rows=[0] | cols=[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17] | col_header=True | row_header=False | metadata=False
Cell P3 | value='Rural3' | fill=FFFFFF00 | rows=[2] | cols=[15] | col_header=True | row_header=False | metadata=False
Cell Q3 | value='Urban3' | fill=FFFFFF00 | rows=[2] | cols=[16] | col_header=True | row_header=False | metadata=False
Cell R3 | value='Rural3' | fill=FFFFFF00 | rows=[2] | cols=[17] | col_header=True | row_header=False | metadata=False
Cell A4 | value='Number of people with reasonable access2' | fill=FFFFFF00 | rows=[3] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A5 | value='2007' | fill=FF00B050 | rows=[4] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B5 | value='Public Transport / Walking' | fill=FF00B050 | rows=[4] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C5 | value='24627200' | fill=9 | rows=[4] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D5 | value='5198500' | fill=9 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='1238300' | fill=9 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F5 | value='245200' | fill=9 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G5 | value='1259400' | fill=9 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='214100' | fill=9 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='1398700' | fill=9 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J5 | value='238000' | fill=9 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K5 | value='10585100' | fill=9 | rows=[4] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L5 | value='2000200' | fill=9 | rows=[4] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M5 | value='6701500' | fill=9 | rows=[4] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N5 | value='932200' | fill=9 | rows=[4] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O5 | value='9258100' | fill=9 | rows=[4] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P5 | value='1757800' | fill=9 | rows=[4] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q5 | value='..' | fill=9 | rows=[4] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R5 | value='..' | fill=9 | rows=[4] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B6 | value='Cycle' | fill=FF00B050 | rows=[5] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C6 | value='18397700' | fill=9 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='2770600' | fill=9 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='1650900' | fill=9 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='322200' | fill=9 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='1319000' | fill=9 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='150100' | fill=9 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='1106800' | fill=9 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J6 | value='100600' | fill=9 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K6 | value='10263300' | fill=9 | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L6 | value='1548100' | fill=9 | rows=[5] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M6 | value='7034300' | fill=9 | rows=[5] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N6 | value='527900' | fill=9 | rows=[5] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O6 | value='10533400' | fill=9 | rows=[5] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P6 | value='1791900' | fill=9 | rows=[5] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q6 | value='..' | fill=9 | rows=[5] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R6 | value='..' | fill=9 | rows=[5] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B7 | value='Car' | fill=FF00B050 | rows=[6] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C7 | value='26623800' | fill=9 | rows=[6] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D7 | value='6369700' | fill=9 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='1611300' | fill=9 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F7 | value='356200' | fill=9 | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G7 | value='1815800' | fill=9 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H7 | value='400500' | fill=9 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I7 | value='1838800' | fill=9 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J7 | value='391400' | fill=9 | rows=[6] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K7 | value='12942600' | fill=9 | rows=[6] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L7 | value='3033500' | fill=9 | rows=[6] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M7 | value='12827300' | fill=9 | rows=[6] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N7 | value='2697000' | fill=9 | rows=[6] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O7 | value='11422000' | fill=9 | rows=[6] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P7 | value='2670700' | fill=9 | rows=[6] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q7 | value='..' | fill=9 | rows=[6] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R7 | value='..' | fill=9 | rows=[6] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A8 | value='2008' | fill=FF00B050 | rows=[7] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B8 | value='Public Transport / Walking' | fill=FF00B050 | rows=[7] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C8 | value='25003400' | fill=9 | rows=[7] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D8 | value='5506900' | fill=9 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='1222400' | fill=9 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='242000' | fill=9 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='1230600' | fill=9 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='209100' | fill=9 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='1412400' | fill=9 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J8 | value='246700' | fill=9 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K8 | value='10565600' | fill=9 | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L8 | value='1994800' | fill=9 | rows=[7] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M8 | value='6636400' | fill=9 | rows=[7] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N8 | value='929900' | fill=9 | rows=[7] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O8 | value='9250800' | fill=9 | rows=[7] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P8 | value='1757500' | fill=9 | rows=[7] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q8 | value='..' | fill=9 | rows=[7] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R8 | value='..' | fill=9 | rows=[7] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B9 | value='Cycle' | fill=FF00B050 | rows=[8] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C9 | value='18709100' | fill=9 | rows=[8] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D9 | value='3079900' | fill=9 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E9 | value='1631400' | fill=9 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F9 | value='318200' | fill=9 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G9 | value='1497500' | fill=9 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='160800' | fill=9 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I9 | value='1119200' | fill=9 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J9 | value='104500' | fill=9 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K9 | value='10259300' | fill=9 | rows=[8] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L9 | value='1548100' | fill=9 | rows=[8] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M9 | value='7026600' | fill=9 | rows=[8] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N9 | value='527800' | fill=9 | rows=[8] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O9 | value='10534800' | fill=9 | rows=[8] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P9 | value='1795800' | fill=9 | rows=[8] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q9 | value='..' | fill=9 | rows=[8] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R9 | value='..' | fill=9 | rows=[8] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B10 | value='Car' | fill=FF00B050 | rows=[9] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C10 | value='27036900' | fill=9 | rows=[9] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D10 | value='6486400' | fill=9 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E10 | value='1592100' | fill=9 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F10 | value='351300' | fill=9 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G10 | value='1787100' | fill=9 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='390700' | fill=9 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='1866100' | fill=9 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J10 | value='405200' | fill=9 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K10 | value='12938000' | fill=9 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L10 | value='3033800' | fill=9 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='12753000' | fill=9 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N10 | value='2629400' | fill=9 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O10 | value='11417200' | fill=9 | rows=[9] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P10 | value='2656500' | fill=9 | rows=[9] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q10 | value='..' | fill=9 | rows=[9] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R10 | value='..' | fill=9 | rows=[9] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A11 | value='2009' | fill=FF00B050 | rows=[10] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B11 | value='Public Transport / Walking' | fill=FF00B050 | rows=[10] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C11 | value='25249800' | fill=9 | rows=[10] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D11 | value='4766100' | fill=9 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='1217300' | fill=9 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='214000' | fill=9 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='1241300' | fill=9 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='185500' | fill=9 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='1426800' | fill=9 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='211500' | fill=9 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='11386100' | fill=9 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='2051800' | fill=9 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='6585800' | fill=9 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='783400' | fill=9 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='9788000' | fill=9 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='1669900' | fill=9 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='6555600' | fill=9 | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='786700' | fill=9 | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B12 | value='Cycle' | fill=FF00B050 | rows=[11] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C12 | value='18730800' | fill=9 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='3009300' | fill=9 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='1616200' | fill=9 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='310200' | fill=9 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='1278700' | fill=9 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='142700' | fill=9 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='1106800' | fill=9 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='101000' | fill=9 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='10832800' | fill=9 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='1854900' | fill=9 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='6493500' | fill=9 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='432800' | fill=9 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='11066300' | fill=9 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='1876300' | fill=9 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='8433600' | fill=9 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='682900' | fill=9 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B13 | value='Car' | fill=FF00B050 | rows=[12] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C13 | value='27259100' | fill=9 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='6534300' | fill=9 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='1580000' | fill=9 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='345800' | fill=9 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='1770400' | fill=9 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='389800' | fill=9 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='1861000' | fill=9 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='411500' | fill=9 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='13618400' | fill=9 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='3228100' | fill=9 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='13366800' | fill=9 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='2729700' | fill=9 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='12018500' | fill=9 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='2826700' | fill=9 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='3594100' | fill=9 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='2501900' | fill=9 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A14 | value='2010' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B14 | value='Public Transport / Walking' | fill=FF00B050 | rows=[13] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C14 | value='25583200' | fill=9 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='5481000' | fill=9 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='1215600' | fill=9 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='236600' | fill=9 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='1225300' | fill=9 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='207200' | fill=9 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='1428900' | fill=9 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='245100' | fill=9 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='11216500' | fill=9 | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='2296700' | fill=9 | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='6117800' | fill=9 | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='825200' | fill=9 | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O14 | value='10128500' | fill=9 | rows=[13] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P14 | value='1906200' | fill=9 | rows=[13] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q14 | value='6598000' | fill=9 | rows=[13] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R14 | value='899400' | fill=9 | rows=[13] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B15 | value='Cycle' | fill=FF00B050 | rows=[14] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C15 | value='19150900' | fill=9 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='3158400' | fill=9 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='1630900' | fill=9 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='329000' | fill=9 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='1326000' | fill=9 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='156200' | fill=9 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='1170500' | fill=9 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='112500' | fill=9 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='11040200' | fill=9 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='2025500' | fill=9 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='6641600' | fill=9 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='473400' | fill=9 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='11161900' | fill=9 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='2021400' | fill=9 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='9051200' | fill=9 | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='775700' | fill=9 | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B16 | value='Car' | fill=FF00B050 | rows=[15] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C16 | value='27523800' | fill=9 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='6527700' | fill=9 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='1583800' | fill=9 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='345300' | fill=9 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='1755300' | fill=9 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='392400' | fill=9 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='1859500' | fill=9 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='407800' | fill=9 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='13604900' | fill=9 | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='3207500' | fill=9 | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='13307500' | fill=9 | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='2694200' | fill=9 | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='12006200' | fill=9 | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='2818900' | fill=9 | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='11983800' | fill=9 | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='2530300' | fill=9 | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell B17 | value='Car (new method)4' | fill=FF00B050 | rows=[16] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C17 | value='27497200' | fill=9 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='6476100' | fill=9 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='1582500' | fill=9 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='343600' | fill=9 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='1747000' | fill=9 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='368400' | fill=9 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='1838200' | fill=9 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='387100' | fill=9 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='13590600' | fill=9 | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='3173500' | fill=9 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='12115300' | fill=9 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='2291500' | fill=9 | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O17 | value='11993700' | fill=9 | rows=[16] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P17 | value='2754200' | fill=9 | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='11149600' | fill=9 | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='2038200' | fill=9 | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell A18 | value='2011' | fill=FF00B050 | rows=[17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B18 | value='Public Transport / Walking' | fill=FF00B050 | rows=[17] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C18 | value='24954800' | fill=9 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='5379500' | fill=9 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='1212000' | fill=9 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='233000' | fill=9 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='1212300' | fill=9 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
