=== economy-table18.xlsx ===
Cell A1 | value='Code' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell E2 | value='24.5981114077996' | fill=00000000 | rows=[1] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F2 | value='22.5165078471815' | fill=00000000 | rows=[1] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G2 | value='21.7191344549925' | fill=00000000 | rows=[1] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H2 | value='17.5584864383285' | fill=00000000 | rows=[1] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I2 | value='19.6897696342637' | fill=00000000 | rows=[1] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J2 | value='21.4258150963379' | fill=00000000 | rows=[1] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K2 | value='24.7164248593735' | fill=00000000 | rows=[1] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L2 | value='26.109120370686' | fill=00000000 | rows=[1] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M2 | value='23.7417356724207' | fill=00000000 | rows=[1] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N2 | value='23.4106476379848' | fill=00000000 | rows=[1] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A3 | value='E92000001' | fill=FF00B0F0 | rows=[2] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B3 | value='ENGLAND' | fill=FF00B050 | rows=[2] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C3 | value='Country' | fill=FF00B050 | rows=[2] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D3 | value='26.8249003302127' | fill=00000000 | rows=[2] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E3 | value='24.3655762021291' | fill=00000000 | rows=[2] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F3 | value='22.2973120041504' | fill=00000000 | rows=[2] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G3 | value='21.465928184249' | fill=00000000 | rows=[2] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H3 | value='17.3692080148238' | fill=00000000 | rows=[2] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I3 | value='19.4212468887116' | fill=00000000 | rows=[2] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J3 | value='21.2993674666115' | fill=00000000 | rows=[2] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K3 | value='24.5885291541428' | fill=00000000 | rows=[2] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L3 | value='25.962085644903' | fill=00000000 | rows=[2] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M3 | value='23.6467496010176' | fill=00000000 | rows=[2] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N3 | value='23.3300380031424' | fill=00000000 | rows=[2] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A4 | value='E12000001' | fill=FF00B0F0 | rows=[3] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B4 | value='NORTH EAST' | fill=FF00B050 | rows=[3] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C4 | value='Region' | fill=FF00B050 | rows=[3] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D4 | value='35.5580278138718' | fill=00000000 | rows=[3] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E4 | value='33.451191539241' | fill=00000000 | rows=[3] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F4 | value='30.7845012982716' | fill=00000000 | rows=[3] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G4 | value='29.1104199542257' | fill=00000000 | rows=[3] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H4 | value='22.4310475027783' | fill=00000000 | rows=[3] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I4 | value='25.3535618627857' | fill=00000000 | rows=[3] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J4 | value='27.2609284584823' | fill=00000000 | rows=[3] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K4 | value='33.2905122275088' | fill=00000000 | rows=[3] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L4 | value='34.7165702161577' | fill=00000000 | rows=[3] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M4 | value='30.9623333527391' | fill=00000000 | rows=[3] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N4 | value='28.6615823484893' | fill=00000000 | rows=[3] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A5 | value='E06000047' | fill=FF00B0F0 | rows=[4] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B5 | value='County Durham' | fill=FF00B050 | rows=[4] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C5 | value='Unitary Authority' | fill=FF00B050 | rows=[4] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D5 | value='38.1713593702695' | fill=00000000 | rows=[4] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E5 | value='36.110151662637' | fill=00000000 | rows=[4] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F5 | value='34.3997248022016' | fill=00000000 | rows=[4] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G5 | value='31.2974794265803' | fill=00000000 | rows=[4] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H5 | value='24.6949517315098' | fill=00000000 | rows=[4] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I5 | value='28.7778318169417' | fill=00000000 | rows=[4] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J5 | value='31.5039161282089' | fill=00000000 | rows=[4] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K5 | value='36.4135793773771' | fill=00000000 | rows=[4] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L5 | value='39.8482593216464' | fill=00000000 | rows=[4] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M5 | value='33.3743071178422' | fill=00000000 | rows=[4] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N5 | value='28.9676925574599' | fill=00000000 | rows=[4] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A6 | value='E06000005' | fill=FF00B0F0 | rows=[5] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B6 | value='Darlington' | fill=FF00B050 | rows=[5] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C6 | value='Unitary Authority' | fill=FF00B050 | rows=[5] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D6 | value='34.962919948221' | fill=00000000 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='32.8784344063146' | fill=00000000 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='27.4920719134723' | fill=00000000 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='24.4172339964878' | fill=00000000 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='22.202486678508' | fill=00000000 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='26.2699113987534' | fill=00000000 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J6 | value='28.1384507159805' | fill=00000000 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K6 | value='34.4778390717139' | fill=00000000 | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L6 | value='39.2766452286589' | fill=00000000 | rows=[5] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M6 | value='34.2106194481473' | fill=00000000 | rows=[5] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N6 | value='32.9129752621831' | fill=00000000 | rows=[5] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A7 | value='E06000001' | fill=FF00B0F0 | rows=[6] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B7 | value='Hartlepool' | fill=FF00B050 | rows=[6] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C7 | value='Unitary Authority' | fill=FF00B050 | rows=[6] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D7 | value='28.4407762658934' | fill=00000000 | rows=[6] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E7 | value='35.0136164063803' | fill=00000000 | rows=[6] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F7 | value='31.3215773932721' | fill=00000000 | rows=[6] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G7 | value='25.6032595977811' | fill=00000000 | rows=[6] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H7 | value='25.3181974544204' | fill=00000000 | rows=[6] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I7 | value='24.01899559423' | fill=00000000 | rows=[6] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J7 | value='23.2975647192643' | fill=00000000 | rows=[6] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K7 | value='37.9594734829865' | fill=00000000 | rows=[6] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L7 | value='38.0388267738999' | fill=00000000 | rows=[6] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M7 | value='32.8233506944444' | fill=00000000 | rows=[6] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N7 | value='35.1291232638889' | fill=00000000 | rows=[6] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A8 | value='E06000002' | fill=FF00B0F0 | rows=[7] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B8 | value='Middlesbrough' | fill=FF00B050 | rows=[7] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C8 | value='Unitary Authority' | fill=FF00B050 | rows=[7] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D8 | value='28.8895350473207' | fill=00000000 | rows=[7] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E8 | value='25.3994341155488' | fill=00000000 | rows=[7] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F8 | value='23.8848303337345' | fill=00000000 | rows=[7] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G8 | value='22.2929045136136' | fill=00000000 | rows=[7] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H8 | value='17.3245654887204' | fill=00000000 | rows=[7] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I8 | value='22.0987323279489' | fill=00000000 | rows=[7] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J8 | value='28.3621111757804' | fill=00000000 | rows=[7] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K8 | value='34.3416765402844' | fill=00000000 | rows=[7] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L8 | value='33.2760246242582' | fill=00000000 | rows=[7] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M8 | value='24.4091867302785' | fill=00000000 | rows=[7] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N8 | value='26.6282037057584' | fill=00000000 | rows=[7] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A9 | value='E06000057' | fill=FF00B0F0 | rows=[8] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B9 | value='Northumberland' | fill=FF00B050 | rows=[8] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C9 | value='Unitary Authority' | fill=FF00B050 | rows=[8] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D9 | value='36.8657811035419' | fill=00000000 | rows=[8] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E9 | value='36.2518840409498' | fill=00000000 | rows=[8] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F9 | value='32.4265616514887' | fill=00000000 | rows=[8] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G9 | value='29.454450656986' | fill=00000000 | rows=[8] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H9 | value='19.9848364081728' | fill=00000000 | rows=[8] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I9 | value='22.441564873534' | fill=00000000 | rows=[8] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J9 | value='24.3364192784425' | fill=00000000 | rows=[8] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K9 | value='26.4101690633576' | fill=00000000 | rows=[8] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L9 | value='27.2226103332017' | fill=00000000 | rows=[8] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M9 | value='27.884793165773' | fill=00000000 | rows=[8] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N9 | value='24.752942241877' | fill=00000000 | rows=[8] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A10 | value='E06000003' | fill=FF00B0F0 | rows=[9] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B10 | value='Redcar and Cleveland' | fill=FF00B050 | rows=[9] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C10 | value='Unitary Authority' | fill=FF00B050 | rows=[9] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D10 | value='31.8391286133222' | fill=00000000 | rows=[9] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E10 | value='27.9189234463119' | fill=00000000 | rows=[9] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F10 | value='27.1655704304627' | fill=00000000 | rows=[9] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G10 | value='29.8778903611328' | fill=00000000 | rows=[9] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H10 | value='18.5272675059519' | fill=00000000 | rows=[9] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I10 | value='22.6537216828479' | fill=00000000 | rows=[9] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J10 | value='23.8740482642922' | fill=00000000 | rows=[9] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K10 | value='26.0330730026033' | fill=00000000 | rows=[9] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L10 | value='31.3121907578828' | fill=00000000 | rows=[9] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M10 | value='31.1071783691081' | fill=00000000 | rows=[9] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N10 | value='31.3808485600387' | fill=00000000 | rows=[9] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A11 | value='E06000004' | fill=FF00B0F0 | rows=[10] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B11 | value='Stockton-on-Tees' | fill=FF00B050 | rows=[10] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C11 | value='Unitary Authority' | fill=FF00B050 | rows=[10] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D11 | value='32.8329265438497' | fill=00000000 | rows=[10] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E11 | value='22.6154050818146' | fill=00000000 | rows=[10] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F11 | value='27.3997988034098' | fill=00000000 | rows=[10] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G11 | value='29.8869037431043' | fill=00000000 | rows=[10] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H11 | value='25.1404715643544' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='22.6877460018569' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='28.6484334723337' | fill=00000000 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='39.9500299299899' | fill=00000000 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='37.7198697068404' | fill=00000000 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='34.8114056245844' | fill=00000000 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='30.6392521414882' | fill=00000000 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A12 | value='E11000007' | fill=FF00B0F0 | rows=[11] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B12 | value='Tyne and Wear (Met County)' | fill=FF00B050 | rows=[11] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C12 | value='Metropolitan County' | fill=FF00B050 | rows=[11] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D12 | value='36.3095325514846' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='34.8070807418456' | fill=00000000 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='30.7294864153937' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='29.3046174844194' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='22.4826187363302' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='25.7750182292242' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='26.3974676066149' | fill=00000000 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='32.9401763893316' | fill=00000000 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='33.858259986496' | fill=00000000 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='30.3821705830251' | fill=00000000 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='28.3197867278001' | fill=00000000 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A13 | value='E08000037' | fill=FF00B0F0 | rows=[12] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B13 | value='Gateshead' | fill=FF00B050 | rows=[12] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C13 | value='Metropolitan District' | fill=FF00B050 | rows=[12] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D13 | value='37.5411484718067' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='36.5075296779961' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='36.1227423286045' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='28.5582738110052' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='22.6705542240123' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='26.6915952225735' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='26.3159512785986' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='31.0614291940603' | fill=00000000 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='33.9956229866968' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='27.0354963778579' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='26.9126077579586' | fill=00000000 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A14 | value='E08000021' | fill=FF00B0F0 | rows=[13] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B14 | value='Newcastle upon Tyne' | fill=FF00B050 | rows=[13] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C14 | value='Metropolitan District' | fill=FF00B050 | rows=[13] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D14 | value='33.0075521990227' | fill=00000000 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='33.8215243875621' | fill=00000000 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='25.7308114534654' | fill=00000000 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='26.7959073774906' | fill=00000000 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H14 | value='21.5992862844532' | fill=00000000 | rows=[13] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I14 | value='22.2115246564815' | fill=00000000 | rows=[13] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J14 | value='25.0107008871245' | fill=00000000 | rows=[13] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K14 | value='31.7997852482035' | fill=00000000 | rows=[13] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L14 | value='28.2359873797413' | fill=00000000 | rows=[13] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M14 | value='26.2603770844931' | fill=00000000 | rows=[13] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N14 | value='22.9929568942566' | fill=00000000 | rows=[13] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A15 | value='E08000022' | fill=FF00B0F0 | rows=[14] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B15 | value='North Tyneside' | fill=FF00B050 | rows=[14] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C15 | value='Metropolitan District' | fill=FF00B050 | rows=[14] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D15 | value='39.7192921388124' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='35.1942199545641' | fill=00000000 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='30.3675024430068' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='27.3449528853852' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='20.7617146588795' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='27.4880353417597' | fill=00000000 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='25.000611261889' | fill=00000000 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='35.8390280941534' | fill=00000000 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='36.5526128795269' | fill=00000000 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='31.3447684802282' | fill=00000000 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='30.6255768516188' | fill=00000000 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A16 | value='E08000023' | fill=FF00B0F0 | rows=[15] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B16 | value='South Tyneside' | fill=FF00B050 | rows=[15] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C16 | value='Metropolitan District' | fill=FF00B050 | rows=[15] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D16 | value='30.5307458104564' | fill=00000000 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='30.3805564438759' | fill=00000000 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='28.9177692967266' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='33.4535088454767' | fill=00000000 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='22.3803656297935' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='27.9875685068841' | fill=00000000 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='27.6791222716889' | fill=00000000 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='35.2320412148407' | fill=00000000 | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='38.7391563472618' | fill=00000000 | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='33.2566720164132' | fill=00000000 | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='35.1594169327752' | fill=00000000 | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A17 | value='E08000024' | fill=FF00B0F0 | rows=[16] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell B17 | value='Sunderland' | fill=FF00B050 | rows=[16] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C17 | value='Metropolitan District' | fill=FF00B050 | rows=[16] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D17 | value='39.4054269752594' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='36.6875361899247' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='33.2714853889875' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='31.6692008025263' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='24.5863691730979' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I17 | value='26.4512311030612' | fill=00000000 | rows=[16] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J17 | value='28.2758465923117' | fill=00000000 | rows=[16] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K17 | value='32.1735306523554' | fill=00000000 | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='35.2694116380084' | fill=00000000 | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M17 | value='35.1308545815929' | fill=00000000 | rows=[16] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N17 | value='29.8365495488624' | fill=00000000 | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A18 | value='E12000002' | fill=FF00B0F0 | rows=[17] | cols=[0] | col_header=False | row_header=False | metadata=True
