=== geography-table01.xlsx ===
Cell A1 | value='Time period' | fill=FFFFFF00 | rows=[0] | cols=[0, 1] | col_header=True | row_header=True | metadata=False
Cell C13 | value='13.649' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='133.529' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='24.11' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='87.264' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='81.605' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A14 | value='·  Nordburgenland, TL3' | fill=FF00B050 | rows=[13] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C14 | value='36.118' | fill=00000000 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D14 | value='183.667' | fill=00000000 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E14 | value='56.165' | fill=00000000 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F14 | value='125.022' | fill=00000000 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G14 | value='116.179' | fill=00000000 | rows=[13] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A15 | value='·  Südburgenland, TL3' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C15 | value='9.682' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='109.575' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='16.422' | fill=00000000 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='78.552' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='69.102' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A16 | value='Lower Austria, TL2' | fill=FF00B050 | rows=[15] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C16 | value='11.347' | fill=00000000 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='76.44' | fill=00000000 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='13.296' | fill=00000000 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='39.904' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='40.206' | fill=00000000 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A17 | value='·  Mostviertel-Eisenwurzen, TL3' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C17 | value='5.611' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='33.389' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='4.81' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='14.24' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='14.011' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A18 | value='·  Niederösterreich-Süd, TL3' | fill=FF00B050 | rows=[17] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C18 | value='6.331' | fill=00000000 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='58.063' | fill=00000000 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='8.603' | fill=00000000 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='39.134' | fill=00000000 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='33.892' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A19 | value='·  Sankt Pölten, TL3' | fill=FF00B050 | rows=[18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C19 | value='8.275' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='57.748' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='8.942' | fill=00000000 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='33.066' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='26.89' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A20 | value='·  Waldviertel, TL3' | fill=FF00B050 | rows=[19] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C20 | value='3.55' | fill=00000000 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='48.864' | fill=00000000 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='4.996' | fill=00000000 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='17.905' | fill=00000000 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='16.813' | fill=00000000 | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A21 | value='·  Weinviertel, TL3' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C21 | value='19.103' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='124.328' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='21.017' | fill=00000000 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F21 | value='56.507' | fill=00000000 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='58.873' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A22 | value='·  Wiener Umland/Nordteil, TL3' | fill=FF00B050 | rows=[21] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C22 | value='23.571' | fill=00000000 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='132.547' | fill=00000000 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='26.568' | fill=00000000 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='77.819' | fill=00000000 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='81.586' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A23 | value='·  Wiener Umland/Südteil, TL3' | fill=FF00B050 | rows=[22] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C23 | value='27.042' | fill=00000000 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='142.225' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='34.509' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='99.325' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='103.173' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A24 | value='Vienna, TL2' | fill=FF00B050 | rows=[23] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C24 | value='26.847' | fill=00000000 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='139.093' | fill=00000000 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='28.352' | fill=00000000 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='93.356' | fill=00000000 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='106.084' | fill=00000000 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A25 | value='·  Vienna, TL3' | fill=FF00B050 | rows=[24] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C25 | value='26.847' | fill=00000000 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='139.093' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='28.352' | fill=00000000 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='93.356' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='106.084' | fill=00000000 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A26 | value='Carinthia, TL2' | fill=FF00B050 | rows=[25] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C26 | value='0.102' | fill=00000000 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='2.967' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='0.183' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='4.836' | fill=00000000 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='2.265' | fill=00000000 | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A27 | value='·  Klagenfurt-Villach, TL3' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C27 | value='0.251' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='6.06' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='0.521' | fill=00000000 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F27 | value='8.865' | fill=00000000 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G27 | value='4.997' | fill=00000000 | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A28 | value='·  Oberkärnten, TL3' | fill=FF00B050 | rows=[27] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C28 | value='0.103' | fill=00000000 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='2.445' | fill=00000000 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='0.225' | fill=00000000 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='3.643' | fill=00000000 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='2.093' | fill=00000000 | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A29 | value='·  Unterkärnten, TL3' | fill=FF00B050 | rows=[28] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C29 | value='0.205' | fill=00000000 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='5.672' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='0.366' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='8.804' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='4.442' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A30 | value='Styria, TL2' | fill=FF00B050 | rows=[29] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C30 | value='1.596' | fill=00000000 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='20.91' | fill=00000000 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='2.457' | fill=00000000 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='18.933' | fill=00000000 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='14.605' | fill=00000000 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A31 | value='·  Graz, TL3' | fill=FF00B050 | rows=[30] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C31 | value='1.72' | fill=00000000 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='28.761' | fill=00000000 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='3.134' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='35.008' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='31.302' | fill=00000000 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A32 | value='·  Liezen, TL3' | fill=FF00B050 | rows=[31] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C32 | value='0.721' | fill=00000000 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='3.402' | fill=00000000 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='0.585' | fill=00000000 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='1.256' | fill=00000000 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='0.464' | fill=00000000 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A33 | value='·  Östliche Obersteiermark, TL3' | fill=FF00B050 | rows=[32] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C33 | value='0.476' | fill=00000000 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='3.56' | fill=00000000 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='0.536' | fill=00000000 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='2.968' | fill=00000000 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='0.379' | fill=00000000 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A34 | value='·  Oststeiermark, TL3' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C34 | value='3.675' | fill=00000000 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='51.631' | fill=00000000 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='6.079' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='45.137' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='36.456' | fill=00000000 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A35 | value='·  West- und Südsteiermark, TL3' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C35 | value='1.534' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='31.404' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='3.289' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='36.378' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='30.568' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A36 | value='·  Westliche Obersteiermark, TL3' | fill=FF00B050 | rows=[35] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C36 | value='0' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='0.403' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='0' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='1.239' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='0.238' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A37 | value='Upper Austria, TL2' | fill=FF00B050 | rows=[36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C37 | value='2.333' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='24.502' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='2.172' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='7.333' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='11.161' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A38 | value='·  Innviertel, TL3' | fill=FF00B050 | rows=[37] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C38 | value='1.592' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='31.628' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='2.254' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='8.567' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='16.817' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A39 | value='·  Linz-Wels, TL3' | fill=FF00B050 | rows=[38] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C39 | value='4.544' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='46.575' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='3.72' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='13.564' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='23.399' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A40 | value='·  Mühlviertel, TL3' | fill=FF00B050 | rows=[39] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C40 | value='2.084' | fill=00000000 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='23.006' | fill=00000000 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='1.622' | fill=00000000 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='7.658' | fill=00000000 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='12.629' | fill=00000000 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A41 | value='·  Steyr-Kirchdorf, TL3' | fill=FF00B050 | rows=[40] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C41 | value='4.756' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='31.268' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='3.697' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='8.81' | fill=00000000 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='10.379' | fill=00000000 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A42 | value='·  Traunviertel, TL3' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C42 | value='1.738' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='20.002' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='1.996' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='5.972' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='6.876' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A43 | value='Salzburg, TL2' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C43 | value='0.359' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='6.831' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='0.6' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='2.174' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
