=== environment-table19.xlsx ===
Cell A1 | value='Species of animal' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C14 | value='255627' | fill=FF00B0F0 | rows=[13] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D14 | value='11394' | fill=FF00B0F0 | rows=[13] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E14 | value='4514' | fill=FF00B0F0 | rows=[13] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F14 | value='271535' | fill=FF00B0F0 | rows=[13] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell A15 | value='Guinea pig' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B15 | value='Fundamental biological research' | fill=00000000 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='1336' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='-' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='-' | fill=00000000 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='1336' | fill=FF00B0F0 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B16 | value='Applied studies' | fill=47 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='11999' | fill=47 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='-' | fill=47 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='-' | fill=47 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='11999' | fill=FF00B0F0 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B17 | value='Safety' | fill=00000000 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='39' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='-' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='-' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='39' | fill=FF00B0F0 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B18 | value='Other  uses' | fill=47 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='286' | fill=47 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='-' | fill=47 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='-' | fill=47 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='286' | fill=FF00B0F0 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B19 | value='Breeding of GM or HM' | fill=00000000 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='-' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='-' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='-' | fill=00000000 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='0' | fill=FF00B0F0 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B20 | value='Total' | fill=43 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C20 | value='13660' | fill=43 | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='0' | fill=43 | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='0' | fill=43 | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='13660' | fill=FF00B0F0 | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell A21 | value='Hamster' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B21 | value='Fundamental biological research' | fill=00000000 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='853' | fill=00000000 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D21 | value='-' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='-' | fill=00000000 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F21 | value='853' | fill=FF00B0F0 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B22 | value='Applied studies' | fill=47 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C22 | value='3229' | fill=47 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D22 | value='-' | fill=47 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='-' | fill=47 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='3229' | fill=FF00B0F0 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B23 | value='Safety' | fill=00000000 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='61' | fill=00000000 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='-' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='-' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='61' | fill=FF00B0F0 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B24 | value='Other  uses' | fill=47 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C24 | value='-' | fill=47 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D24 | value='-' | fill=47 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='-' | fill=47 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='0' | fill=FF00B0F0 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B25 | value='Breeding of GM or HM' | fill=00000000 | rows=[24] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C25 | value='-' | fill=00000000 | rows=[24] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D25 | value='-' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='-' | fill=00000000 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='0' | fill=FF00B0F0 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B26 | value='Total' | fill=43 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='4143' | fill=43 | rows=[25] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D26 | value='0' | fill=43 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='0' | fill=43 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='4143' | fill=FF00B0F0 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell A27 | value='Gerbil' | fill=FF00B050 | rows=[26] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B27 | value='Fundamental biological research' | fill=00000000 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='560' | fill=00000000 | rows=[26] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D27 | value='-' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='-' | fill=00000000 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F27 | value='560' | fill=FF00B0F0 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B28 | value='Applied studies' | fill=47 | rows=[27] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C28 | value='-' | fill=47 | rows=[27] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D28 | value='-' | fill=47 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='-' | fill=47 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='0' | fill=FF00B0F0 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B29 | value='Safety' | fill=00000000 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='-' | fill=00000000 | rows=[28] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D29 | value='-' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='-' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='0' | fill=FF00B0F0 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B30 | value='Other  uses' | fill=47 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='-' | fill=47 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D30 | value='-' | fill=47 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='-' | fill=47 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='0' | fill=FF00B0F0 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B31 | value='Breeding of GM or HM' | fill=00000000 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='-' | fill=00000000 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D31 | value='-' | fill=00000000 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='-' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='0' | fill=FF00B0F0 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B32 | value='Total' | fill=43 | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='560' | fill=43 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D32 | value='0' | fill=43 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='0' | fill=43 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='560' | fill=FF00B0F0 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell A33 | value='Other rodent' | fill=FF00B050 | rows=[32] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B33 | value='Fundamental biological research' | fill=00000000 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='909' | fill=00000000 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D33 | value='-' | fill=00000000 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='-' | fill=00000000 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='909' | fill=FF00B0F0 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B34 | value='Applied studies' | fill=47 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='69' | fill=47 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='-' | fill=47 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='-' | fill=47 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='69' | fill=FF00B0F0 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B35 | value='Safety' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='566' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='-' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='-' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='566' | fill=FF00B0F0 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B36 | value='Other  uses' | fill=47 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='-' | fill=47 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='-' | fill=47 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='-' | fill=47 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='0' | fill=FF00B0F0 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B37 | value='Breeding of GM or HM' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='-' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='-' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='-' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='0' | fill=FF00B0F0 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B38 | value='Total' | fill=43 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='1544' | fill=43 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='0' | fill=43 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='0' | fill=43 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='1544' | fill=FF00B0F0 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell A39 | value='Rabbit' | fill=FF00B050 | rows=[38, 39, 40, 41, 42, 43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B39 | value='Fundamental biological research' | fill=FF00B050 | rows=[38] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C39 | value='1467' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='0' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='0' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='1467' | fill=FF00B0F0 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B40 | value='Applied studies' | fill=FF00B050 | rows=[39] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C40 | value='10719' | fill=47 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D40 | value='0' | fill=47 | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E40 | value='0' | fill=47 | rows=[39] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F40 | value='10719' | fill=FF00B0F0 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B41 | value='Safety' | fill=FF00B050 | rows=[40] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C41 | value='1767' | fill=00000000 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D41 | value='0' | fill=00000000 | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E41 | value='0' | fill=00000000 | rows=[40] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F41 | value='1767' | fill=FF00B0F0 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B42 | value='Other  uses' | fill=FF00B050 | rows=[41] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C42 | value='1482' | fill=47 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='0' | fill=47 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='0' | fill=47 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='1482' | fill=FF00B0F0 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B43 | value='Breeding of GM or HM' | fill=FF00B050 | rows=[42] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C43 | value='13' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='0' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='13' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='26' | fill=FF00B0F0 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B44 | value='Total' | fill=FF00B0F0 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C44 | value='15448' | fill=FF00B0F0 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D44 | value='0' | fill=FF00B0F0 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E44 | value='13' | fill=FF00B0F0 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F44 | value='15461' | fill=FF00B0F0 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell A45 | value='Cat' | fill=FF00B050 | rows=[44] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B45 | value='Fundamental biological research' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='13' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='-' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='-' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='13' | fill=FF00B0F0 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B46 | value='Applied studies' | fill=47 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='174' | fill=47 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='-' | fill=47 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='-' | fill=47 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='174' | fill=FF00B0F0 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B47 | value='Safety' | fill=00000000 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='-' | fill=00000000 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D47 | value='-' | fill=00000000 | rows=[46] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E47 | value='-' | fill=00000000 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='0' | fill=FF00B0F0 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B48 | value='Other  uses' | fill=47 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='-' | fill=47 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='-' | fill=47 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='-' | fill=47 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='0' | fill=FF00B0F0 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B49 | value='Breeding of GM or HM' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='-' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='-' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='-' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='0' | fill=FF00B0F0 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell B50 | value='Total' | fill=43 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='187' | fill=43 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='0' | fill=43 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='0' | fill=43 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='187' | fill=FF00B0F0 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell A51 | value='Dog - Beagle' | fill=FF00B050 | rows=[50] | cols=[0] | col_header=False | row_header=True | metadata=False
